_id,title,pictures,price,url,"specs.Вес, кг",specs.Страна производства,specs.Назначение,specs.Запах,specs.Применение,specs.Расход (в м² / л),specs.Тип ЛКМ,specs.Цвет,specs.Уход,specs.Марка,specs.Время полного высыхания (ч),specs.Применение продукта,specs.Гарантия (лет),specs.Цветовая палитра,specs.Тепловое сопротивление,specs.Объем (л),specs.Внешний вид,specs.Эффект,specs.Предназначен для,specs.Материал поверхности применения,specs.Время высыхания между 2 слоями (ч),specs.Тип упаковки,specs.Тип продукта,specs.Возможность колеровки онлайн,specs.Экологическая сертификация
5f2c2b15558abb54443b3f99,Краска Pur Metal цвет серебрянный база 2 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415.jpg"",""checksum"":""dfeac9279ecac9acdc3addb5be6c0ae6"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_01.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_01.jpg"",""checksum"":""4d2c4229fb3132d1b0ea8306d3ee96d5"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_02.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_02.jpg"",""checksum"":""af87b8a8f4f2366ee832b9ec4b074369"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_03.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_03.jpg"",""checksum"":""ff5f61a8a701d6e7f788bd5dec758248"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_04.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_04.jpg"",""checksum"":""3f6a9882bd8b5cdd9c6deccea2dbb8a2"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_05.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_05.jpg"",""checksum"":""9e03346b88ea901c50c9968993d64c6b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_06.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_06.jpg"",""checksum"":""9a62b6fe6a0ad360104a67326680b841"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_07.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_07.jpg"",""checksum"":""6bb1780e7c3a392b30b316aafbbd6734"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_08.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_08.jpg"",""checksum"":""84baefd0dd7494f8cb7c01ac1f08fd0c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18669415_09.jpg"",""path"":""files/Краска Pur Metal цвет серебрянный база 2 л/18669415_09.jpg"",""checksum"":""a951647ddd37505efdd8d4e084164063"",""status"":""downloaded""}]",4088,https://leroymerlin.ru/product/kraska-pur-metal-cvet-serebryannyy-baza-2-l-18669415/,2.542,Франция,"Гардеробная, Гостиная, Детская комната, Коридор, Спальня, Стена",,,,,Серебряный база,Моющийся,ID,4.0,,Отсутствует,Серый / Серебристый,,,Металлизированный,,,,4.0,,Декоративная краска,,
5f2c2b24558abb54443b3f9a,Краска металл-эффект V33 цвет графитовый 1 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538183.jpg"",""path"":""files/Краска металл-эффект V33 цвет графитовый 1 л/18538183.jpg"",""checksum"":""0c801ae93bf022ec428dddd10a01f8b3"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538183_01.jpg"",""path"":""files/Краска металл-эффект V33 цвет графитовый 1 л/18538183_01.jpg"",""checksum"":""c4b6bc15244be34415f2dcce85e96c87"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538183_02.jpg"",""path"":""files/Краска металл-эффект V33 цвет графитовый 1 л/18538183_02.jpg"",""checksum"":""18153846807a389defc5d9650a461b89"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538183_03.jpg"",""path"":""files/Краска металл-эффект V33 цвет графитовый 1 л/18538183_03.jpg"",""checksum"":""66adf6fd493c45fc5fc8f108c7504c4a"",""status"":""downloaded""}]",947,https://leroymerlin.ru/product/kraska-metall-effekt-v33-cvet-grafitovyy-1-l-18538183/,1.184,,,,,,,Графитовый,,V33,,,,Серый / Серебристый,,,,,,,,,,,
5f2c2b33558abb54443b3f9b,Краска металл-эффект V33 цвет алюминиевый 1 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538175.jpg"",""path"":""files/Краска металл-эффект V33 цвет алюминиевый 1 л/18538175.jpg"",""checksum"":""997458de940ce2469bcdcecc343bbe4e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538175_01.jpg"",""path"":""files/Краска металл-эффект V33 цвет алюминиевый 1 л/18538175_01.jpg"",""checksum"":""f0e0df867d4b460302a26a08a006a2ea"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538175_02.jpg"",""path"":""files/Краска металл-эффект V33 цвет алюминиевый 1 л/18538175_02.jpg"",""checksum"":""c2f594be152bfe8512cd992dd611be77"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18538175_03.jpg"",""path"":""files/Краска металл-эффект V33 цвет алюминиевый 1 л/18538175_03.jpg"",""checksum"":""adfc93c506d43be3f6cad0070c115b8a"",""status"":""downloaded""}]",947,https://leroymerlin.ru/product/kraska-metall-effekt-v33-cvet-alyuminievyy-1-l-18538175/,1.215,,,,,,,Алюминиевый,,V33,,,,Серый / Серебристый,,,,,,,,,,,
5f2c2b3f558abb54443b3f9c,Краска гладкая Hammerite цвет светло-серый 0.75 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18479339.jpg"",""path"":""files/Краска гладкая Hammerite цвет светло-серый 0.75 л/18479339.jpg"",""checksum"":""668bea8e264626ee5c5e6b7e7639f012"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18479339_01.jpg"",""path"":""files/Краска гладкая Hammerite цвет светло-серый 0.75 л/18479339_01.jpg"",""checksum"":""26294c06c652e7ccd02de31591d7cfcb"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18479339_02.jpg"",""path"":""files/Краска гладкая Hammerite цвет светло-серый 0.75 л/18479339_02.jpg"",""checksum"":""3ce60f5cccee6c885ffbab12b4dc001c"",""status"":""downloaded""}]",1036,https://leroymerlin.ru/product/kraska-gladkaya-hammerite-cvet-svetlo-seryy-0-75-l-18479339/,0.84,Польша,Внутри и снаружи,С запахом,В несколько слоев,10,На основе растворителя,Светло-серый,,HAMMERITE,"6, 6.0",Защита и декоративное покрытие железа,8,Серый / Серебристый,,,Глянцевый,Гладкий,Металлические изделия,Черные металлы,"4, 4.0",Банка/Горшок,Антикоррозионная краска,,
5f2c2b49558abb54443b3f9d,Краска для радиаторов V33 Decolab цвет белый 0.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464938.jpg"",""path"":""files/Краска для радиаторов V33 Decolab цвет белый 0.5 л/18464938.jpg"",""checksum"":""8df58bf6fe61aaab7d1ba8b5329eac24"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464938_01.jpg"",""path"":""files/Краска для радиаторов V33 Decolab цвет белый 0.5 л/18464938_01.jpg"",""checksum"":""f0f38e0c3079b7f13f3560367e35275f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464938_02.jpg"",""path"":""files/Краска для радиаторов V33 Decolab цвет белый 0.5 л/18464938_02.jpg"",""checksum"":""f4883fa728b15bed54d87f80ce0f106b"",""status"":""downloaded""}]",554,https://leroymerlin.ru/product/kraska-dlya-radiatorov-v33-decolab-cvet-belyy-0-5-l-18464938/,0.6,Россия,,Без запаха,,,На водной основе,Белый,,V34,,,,Белый,,,Полуматовый,,,,,,Краска для радиатора,Нет,
5f2c2b5a558abb54443b3f9e,Краска для пола V33 Decolab 0.75 л цвет мрамор,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464891.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет мрамор/18464891.jpg"",""checksum"":""4076fb72018fa6eaed07fbee1233e06e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464891_01.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет мрамор/18464891_01.jpg"",""checksum"":""cec4601a21540de4d30e9a5d1ef4d725"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464891_02.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет мрамор/18464891_02.jpg"",""checksum"":""ef445136acbd93b3258999f0abad3a88"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464891_03.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет мрамор/18464891_03.jpg"",""checksum"":""512201139920fbbb06d863f6a530e4fd"",""status"":""downloaded""}]",1311,https://leroymerlin.ru/product/kraska-dlya-pola-v33-decolab-0-75-l-cvet-mramor-18464891/,1.022,Франция,,Без запаха,,"10,6",На водной основе,Мрамор,,V33,"12, 12.0",,,Серый / Серебристый,,0.75,Полуматовый,,,,"3, 3.0",Банка/Горшок,"Внутренний, Краска напольная для внутренних работ",Нет,
5f2c2b69558abb54443b3f9f,Краска для пола V33 Decolab 0.75 л цвет фланель,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464874.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет фланель/18464874.jpg"",""checksum"":""94a8ef6f6c89919479ce578e54512881"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464874_01.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет фланель/18464874_01.jpg"",""checksum"":""cadc2dd088046e7fd47ad15b6e12cb12"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464874_02.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет фланель/18464874_02.jpg"",""checksum"":""c99975fa4b949a146a2deab4a8411d15"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464874_03.jpg"",""path"":""files/Краска для пола V33 Decolab 0.75 л цвет фланель/18464874_03.jpg"",""checksum"":""6f96ff7e5d207bfadb0be3dba34252a6"",""status"":""downloaded""}]",1311,https://leroymerlin.ru/product/kraska-dlya-pola-v33-decolab-0-75-l-cvet-flanel-18464874/,true,Франция,,Без запаха,,"10,6",На водной основе,Фланель,,V33,"12, 12.0",,,Серый / Серебристый,,0.75,Полуматовый,,,,"3, 3.0",Банка/Горшок,"Внутренний, Краска напольная для внутренних работ",Нет,
5f2c2b78558abb54443b3fa0,Краска для мебели V33 Decolab цвет белый 0.75 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464751.jpg"",""path"":""files/Краска для мебели V33 Decolab цвет белый 0.75 л/18464751.jpg"",""checksum"":""8b0e37a5f244fcc9694d1ed5edd65aed"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464751_01.jpg"",""path"":""files/Краска для мебели V33 Decolab цвет белый 0.75 л/18464751_01.jpg"",""checksum"":""fc1021271de198d5a6fda5eeff1b49c3"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464751_02.jpg"",""path"":""files/Краска для мебели V33 Decolab цвет белый 0.75 л/18464751_02.jpg"",""checksum"":""d956d8cbc4f66861f793a8f724f9b94f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18464751_03.jpg"",""path"":""files/Краска для мебели V33 Decolab цвет белый 0.75 л/18464751_03.jpg"",""checksum"":""867de9e908023784f03cfd7b41ba860d"",""status"":""downloaded""}]",884,https://leroymerlin.ru/product/kraska-dlya-mebeli-v33-decolab-cvet-belyy-0-75-l-18464751/,0.98,,,Без запаха,,,Акрил,Белый,,V33,,,,Белый,,0.75,Полуматовый,,Мебель,,,,Эмаль,Нет,
5f2c2b83558abb54443b3fa1,Краска фасадная всесезонная Luxens белая база А 2.7 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17122469.jpg"",""path"":""files/Краска фасадная всесезонная Luxens белая база А 2.7 л/17122469.jpg"",""checksum"":""4a496b2e78c0da0fe5bcc1e0805855dc"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17122469_01.jpg"",""path"":""files/Краска фасадная всесезонная Luxens белая база А 2.7 л/17122469_01.jpg"",""checksum"":""00944859bdeaa34a818d8ef521dab60f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17122469_03.jpg"",""path"":""files/Краска фасадная всесезонная Luxens белая база А 2.7 л/17122469_03.jpg"",""checksum"":""c00d1457e3df373379dffa9d014abb58"",""status"":""downloaded""}]",1011,https://leroymerlin.ru/product/kraska-fasadnaya-vsesezonnaya-luxens-belaya-baza-a-2-7-l-17122469/,4.354,Россия,Внешний,С запахом,,6,На основе растворителя,Белый,Моющийся,LUXENS,24.0,Защита фасадов,2,Белый,,2.7,Матовый,Гладкий,Горизонтальный настенный,"Бетон, Камень, Кирпич, Строительный блок, Цемент, Штукатурка",2.0,Ведро,Акриловая органорастворимая краска,Да,Отсутствует
5f2c2b8c558abb54443b3fa2,Фасадная краска Dulux Classic Colour BW 5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17115390.jpg"",""path"":""files/Фасадная краска Dulux Classic Colour BW 5 л/17115390.jpg"",""checksum"":""8ef1824a5e53eac14a2aeaf155715485"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17115390_01.jpg"",""path"":""files/Фасадная краска Dulux Classic Colour BW 5 л/17115390_01.jpg"",""checksum"":""44cf0aa73af810414b68b84d098c0e76"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17115390_02.jpg"",""path"":""files/Фасадная краска Dulux Classic Colour BW 5 л/17115390_02.jpg"",""checksum"":""01ddaf2ed80bfc0a88dcd221169717f5"",""status"":""downloaded""}]",2090,https://leroymerlin.ru/product/fasadnaya-kraska-dulux-classic-colour-bw-5-l-17115390/,7.66,Россия,Внешний,Без запаха,,12,На водной основе,Белый,,DULUX,"4, 4.0",,10,Белый,,5,Матовый,Гладкий,Стена,"Бетон, Камень, Кирпич, Строительный блок, Цемент, Штукатурка",2.0,Банка/Горшок,Акриловая краска,Да,Листок жизни
5f2c2ba4558abb54443b3fa3,Краска ID Peinture с аппликатором 50 мл цвет бирюзовый,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526.jpg"",""checksum"":""6ec84e3ef0b13d73df2954c03705737a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526_01.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526_01.jpg"",""checksum"":""1da1437031dafa6e2e1525b43b0e2092"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526_i.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526_i.jpg"",""checksum"":""dd6dfa2bb9a9d6aaa7cb120d81aa3d2b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526_i_01.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526_i_01.jpg"",""checksum"":""46f35c6b58cabfe788d55328c8c01d41"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526_i_02.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526_i_02.jpg"",""checksum"":""068571adc89b6a046429984b562cb06e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526_i_03.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526_i_03.jpg"",""checksum"":""4197074b23a0d1208492414df27aa508"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13826526_i_04.jpg"",""path"":""files/Краска ID Peinture с аппликатором 50 мл цвет бирюзовый/13826526_i_04.jpg"",""checksum"":""632c6dcb41050faaceda89924dbd075c"",""status"":""downloaded""}]",372,https://leroymerlin.ru/product/kraska-id-peinture-s-applikatorom-50-ml-cvet-biryuzovyy-13826526/,0.069,Франция,Для любых помещений,,В один слой,,Акрил,Бирюзовый,Моющийся,ID,"6, 4.0",,,Синий,,"0.05, 0.05",Матовый,,Для различных поверхностей,,"4, 4.0",Туба,Краска для трафаретов,,
